INFO:root:1770209280
INFO:root:No: 1	GFLOPS: 399.26/399.26	result: MeasureResult(costs=(0.009413022, 0.009420125, 0.009462201), error_no=0, all_cost=1.4235730171203613, timestamp=1529033544.283698)	[('compute_tile_nn', [1, 1, 1, 1]), ('compute_tile_ff', [4, 4, 2, 2]), ('compute_tile_yy', [2, 2, 7, 8]), ('compute_tile_xx', [14, 1, 4, 4]), ('compute_re', [0, 4, 8, 12, 1, 5, 9, 13, 2, 6, 10, 14, 3, 7, 11, 15]), ('compute_bind', ['fuse', 'fuse', 'fuse', 'blockIdx.z', 'blockIdx.y', 'blockIdx.x', 'vthread', 'vthread', 'vthread', 'threadIdx.z', 'threadIdx.y', 'threadIdx.x']), ('compute_tile_reduce_rc', [2, 32]), ('compute_tile_reduce_ry', [1, 3]), ('compute_tile_reduce_rx', [3, 1]), ('compute_cache_anchor', (1, 4))],,None,878985108
INFO:root:No: 2	GFLOPS: 48.87/399.26	result: MeasureResult(costs=(0.074182094, 0.078426818, 0.07855416), error_no=0, all_cost=1.6989080905914307, timestamp=1529033545.986537)	[('compute_tile_nn', [1, 1, 1, 1]), ('compute_tile_ff', [2, 8, 2, 2]), ('compute_tile_yy', [16, 2, 1, 7]), ('compute_tile_xx', [8, 4, 7, 1]), ('compute_re', [0, 4, 8, 12, 1, 5, 9, 13, 2, 6, 10, 14, 3, 7, 11, 15]), ('compute_bind', ['fuse', 'fuse', 'fuse', 'blockIdx.z', 'blockIdx.y', 'blockIdx.x', 'vthread', 'vthread', 'vthread', 'threadIdx.z', 'threadIdx.y', 'threadIdx.x']), ('compute_tile_reduce_rc', [16, 4]), ('compute_tile_reduce_ry', [1, 3]), ('compute_tile_reduce_rx', [1, 3]), ('compute_cache_anchor', (2, 4))],,None,1277693377
INFO:root:No: 3	GFLOPS: 161.36/399.26	result: MeasureResult(costs=(0.023154041, 0.023372849, 0.023485154), error_no=0, all_cost=1.7184150218963623, timestamp=1529033547.708825)	[('compute_tile_nn', [1, 1, 1, 1]), ('compute_tile_ff', [1, 16, 2, 2]), ('compute_tile_yy', [14, 2, 1, 8]), ('compute_tile_xx', [1, 4, 28, 2]), ('compute_re', [0, 4, 8, 12, 1, 5, 9, 13, 2, 6, 10, 14, 3, 7, 11, 15]), ('compute_bind', ['fuse', 'fuse', 'fuse', 'blockIdx.z', 'blockIdx.y', 'blockIdx.x', 'vthread', 'vthread', 'vthread', 'threadIdx.z', 'threadIdx.y', 'threadIdx.x']), ('compute_tile_reduce_rc', [64, 1]), ('compute_tile_reduce_ry', [3, 1]), ('compute_tile_reduce_rx', [1, 3]), ('compute_cache_anchor', (4, 5))],,None,1713172646
INFO:root:No: 4	GFLOPS: 11.51/399.26	result: MeasureResult(costs=(0.326963622, 0.327040071, 0.32719105), error_no=0, all_cost=3.717689037322998, timestamp=1529033551.43243)	[('compute_tile_nn', [1, 1, 1, 1]), ('compute_tile_ff', [1, 32, 1, 2]), ('compute_tile_yy', [2, 7, 4, 4]), ('compute_tile_xx', [4, 4, 7, 2]), ('compute_re', [0, 4, 8, 12, 1, 5, 9, 13, 2, 6, 10, 14, 3, 7, 11, 15]), ('compute_bind', ['fuse', 'fuse', 'fuse', 'blockIdx.z', 'blockIdx.y', 'blockIdx.x', 'vthread', 'vthread', 'vthread', 'threadIdx.z', 'threadIdx.y', 'threadIdx.x']), ('compute_tile_reduce_rc', [32, 2]), ('compute_tile_reduce_ry', [3, 1]), ('compute_tile_reduce_rx', [1, 3]), ('compute_cache_anchor', (1, 2))],,None,654976593
INFO:root:No: 5	GFLOPS: 0.00/399.26	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.027025938034057617, timestamp=1529033551.463357)	[('compute_tile_nn', [1, 1, 1, 1]), ('compute_tile_ff', [2, 4, 2, 4]), ('compute_tile_yy', [1, 8, 28, 1]), ('compute_tile_xx', [2, 4, 4, 7]), ('compute_re', [0, 4, 8, 12, 1, 5, 9, 13, 2, 6, 10, 14, 3, 7, 11, 15]), ('compute_bind', ['fuse', 'fuse', 'fuse', 'blockIdx.z', 'blockIdx.y', 'blockIdx.x', 'vthread', 'vthread', 'vthread', 'threadIdx.z', 'threadIdx.y', 'threadIdx.x']), ('compute_tile_reduce_rc', [1, 64]), ('compute_tile_reduce_ry', [1, 3]), ('compute_tile_reduce_rx', [3, 1]), ('compute_cache_anchor', (0, 4))],,None,411679856
INFO:root:No: 6	GFLOPS: 49.34/399.26	result: MeasureResult(costs=(0.076270654, 0.076313308, 0.076385048), error_no=0, all_cost=1.9388928413391113, timestamp=1529033553.403097)	[('compute_tile_nn', [1, 1, 1, 1]), ('compute_tile_ff', [2, 1, 1, 32]), ('compute_tile_yy', [7, 4, 8, 1]), ('compute_tile_xx', [2, 14, 8, 1]), ('compute_re', [0, 4, 8, 12, 1, 5, 9, 13, 2, 6, 10, 14, 3, 7, 11, 15]), ('compute_bind', ['fuse', 'fuse', 'fuse', 'blockIdx.z', 'blockIdx.y', 'blockIdx.x', 'vthread', 'vthread', 'vthread', 'threadIdx.z', 'threadIdx.y', 'threadIdx.x']), ('compute_tile_reduce_rc', [8, 8]), ('compute_tile_reduce_ry', [1, 3]), ('compute_tile_reduce_rx', [3, 1]), ('compute_cache_anchor', (1, 3))],,None,750987464
INFO:root:No: 7	GFLOPS: 45.79/399.26	result: MeasureResult(costs=(0.082200227, 0.082247376, 0.08226417), error_no=0, all_cost=2.265918016433716, timestamp=1529033555.672995)	[('compute_tile_nn', [1, 1, 1, 1]), ('compute_tile_ff', [1, 4, 2, 8]), ('compute_tile_yy', [4, 7, 1, 8]), ('compute_tile_xx', [7, 1, 32, 1]), ('compute_re', [0, 4, 8, 12, 1, 5, 9, 13, 2, 6, 10, 14, 3, 7, 11, 15]), ('compute_bind', ['fuse', 'fuse', 'fuse', 'blockIdx.z', 'blockIdx.y', 'blockIdx.x', 'vthread', 'vthread', 'vthread', 'threadIdx.z', 'threadIdx.y', 'threadIdx.x']), ('compute_tile_reduce_rc', [32, 2]), ('compute_tile_reduce_ry', [1, 3]), ('compute_tile_reduce_rx', [3, 1]), ('compute_cache_anchor', (1, 2))],,None,624836590
INFO:root:No: 8	GFLOPS: 16.27/399.26	result: MeasureResult(costs=(0.230913461, 0.231437349, 0.231828532), error_no=0, all_cost=3.523125171661377, timestamp=1529033559.199902)	[('compute_tile_nn', [1, 1, 1, 1]), ('compute_tile_ff', [1, 4, 4, 4]), ('compute_tile_yy', [7, 4, 4, 2]), ('compute_tile_xx', [4, 4, 1, 14]), ('compute_re', [0, 4, 8, 12, 1, 5, 9, 13, 2, 6, 10, 14, 3, 7, 11, 15]), ('compute_bind', ['fuse', 'fuse', 'fuse', 'blockIdx.z', 'blockIdx.y', 'blockIdx.x', 'vthread', 'vthread', 'vthread', 'threadIdx.z', 'threadIdx.y', 'threadIdx.x']), ('compute_tile_reduce_rc', [8, 8]), ('compute_tile_reduce_ry', [1, 3]), ('compute_tile_reduce_rx', [3, 1]), ('compute_cache_anchor', (4, 5))],,None,1697718264
INFO:root:No: 9	GFLOPS: 0.00/399.26	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.02724289894104004, timestamp=1529033559.231081)	[('compute_tile_nn', [1, 1, 1, 1]), ('compute_tile_ff', [16, 2, 1, 2]), ('compute_tile_yy', [16, 1, 2, 7]), ('compute_tile_xx', [2, 2, 2, 28]), ('compute_re', [0, 4, 8, 12, 1, 5, 9, 13, 2, 6, 10, 14, 3, 7, 11, 15]), ('compute_bind', ['fuse', 'fuse', 'fuse', 'blockIdx.z', 'blockIdx.y', 'blockIdx.x', 'vthread', 'vthread', 'vthread', 'threadIdx.z', 'threadIdx.y', 'threadIdx.x']), ('compute_tile_reduce_rc', [2, 32]), ('compute_tile_reduce_ry', [1, 3]), ('compute_tile_reduce_rx', [3, 1]), ('compute_cache_anchor', (0, 1))],,None,54465629
INFO:root:No: 10	GFLOPS: 1020.06/1020.06	result: MeasureResult(costs=(0.003690188, 0.003692074, 0.003692797), error_no=0, all_cost=1.052142858505249, timestamp=1529033560.283855)	[('compute_tile_nn', [1, 1, 1, 1]), ('compute_tile_ff', [4, 2, 8, 1]), ('compute_tile_yy', [2, 4, 28, 1]), ('compute_tile_xx', [14, 8, 2, 1]), ('compute_re', [0, 4, 8, 12, 1, 5, 9, 13, 2, 6, 10, 14, 3, 7, 11, 15]), ('compute_bind', ['fuse', 'fuse', 'fuse', 'blockIdx.z', 'blockIdx.y', 'blockIdx.x', 'vthread', 'vthread', 'vthread', 'threadIdx.z', 'threadIdx.y', 'threadIdx.x']), ('compute_tile_reduce_rc', [32, 2]), ('compute_tile_reduce_ry', [1, 3]), ('compute_tile_reduce_rx', [1, 3]), ('compute_cache_anchor', (0, 5))],,None,565086583
INFO:root:No: 11	GFLOPS: 0.00/1020.06	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.024276018142700195, timestamp=1529033560.311925)	[('compute_tile_nn', [1, 1, 1, 1]), ('compute_tile_ff', [4, 2, 4, 2]), ('compute_tile_yy', [8, 7, 1, 4]), ('compute_tile_xx', [14, 2, 1, 8]), ('compute_re', [0, 4, 8, 12, 1, 5, 9, 13, 2, 6, 10, 14, 3, 7, 11, 15]), ('compute_bind', ['fuse', 'fuse', 'fuse', 'blockIdx.z', 'blockIdx.y', 'blockIdx.x', 'vthread', 'vthread', 'vthread', 'threadIdx.z', 'threadIdx.y', 'threadIdx.x']), ('compute_tile_reduce_rc', [1, 64]), ('compute_tile_reduce_ry', [1, 3]), ('compute_tile_reduce_rx', [1, 3]), ('compute_cache_anchor', (0, 1))],,None,116819092
